,Region,Country,State,City,Month,Day,Year,AvgTemperature
1457565,North America,US,Alabama,Birmingham,1,1,2013,52.5
1457566,North America,US,Alabama,Birmingham,1,2,2013,42.2
1457567,North America,US,Alabama,Birmingham,1,3,2013,37.8
1457568,North America,US,Alabama,Birmingham,1,4,2013,36.1
1457569,North America,US,Alabama,Birmingham,1,5,2013,39.0
1457570,North America,US,Alabama,Birmingham,1,6,2013,43.1
1457571,North America,US,Alabama,Birmingham,1,7,2013,40.0
1457572,North America,US,Alabama,Birmingham,1,8,2013,48.3
1457573,North America,US,Alabama,Birmingham,1,9,2013,55.3
1457574,North America,US,Alabama,Birmingham,1,10,2013,62.0
1457575,North America,US,Alabama,Birmingham,1,11,2013,65.1
1457576,North America,US,Alabama,Birmingham,1,12,2013,69.0
1457577,North America,US,Alabama,Birmingham,1,13,2013,67.2
1457578,North America,US,Alabama,Birmingham,1,14,2013,54.1
1457579,North America,US,Alabama,Birmingham,1,15,2013,41.6
1457580,North America,US,Alabama,Birmingham,1,16,2013,43.2
1457581,North America,US,Alabama,Birmingham,1,17,2013,38.8
1457582,North America,US,Alabama,Birmingham,1,18,2013,38.1
1457583,North America,US,Alabama,Birmingham,1,19,2013,42.0
1457584,North America,US,Alabama,Birmingham,1,20,2013,44.5
1457585,North America,US,Alabama,Birmingham,1,21,2013,43.0
1457586,North America,US,Alabama,Birmingham,1,22,2013,35.6
1457587,North America,US,Alabama,Birmingham,1,23,2013,41.0
1457588,North America,US,Alabama,Birmingham,1,24,2013,51.5
1457589,North America,US,Alabama,Birmingham,1,25,2013,51.3
1457590,North America,US,Alabama,Birmingham,1,26,2013,48.8
1457591,North America,US,Alabama,Birmingham,1,27,2013,52.0
1457592,North America,US,Alabama,Birmingham,1,28,2013,56.4
1457593,North America,US,Alabama,Birmingham,1,29,2013,61.1
1457594,North America,US,Alabama,Birmingham,1,30,2013,63.2
1457595,North America,US,Alabama,Birmingham,1,31,2013,41.3
1457596,North America,US,Alabama,Birmingham,2,1,2013,40.1
1457597,North America,US,Alabama,Birmingham,2,2,2013,37.5
1457598,North America,US,Alabama,Birmingham,2,3,2013,43.3
1457599,North America,US,Alabama,Birmingham,2,4,2013,42.9
1457600,North America,US,Alabama,Birmingham,2,5,2013,51.3
1457601,North America,US,Alabama,Birmingham,2,6,2013,54.2
1457602,North America,US,Alabama,Birmingham,2,7,2013,52.2
1457603,North America,US,Alabama,Birmingham,2,8,2013,49.8
1457604,North America,US,Alabama,Birmingham,2,9,2013,42.6
1457605,North America,US,Alabama,Birmingham,2,10,2013,51.0
1457606,North America,US,Alabama,Birmingham,2,11,2013,56.0
1457607,North America,US,Alabama,Birmingham,2,12,2013,47.7
1457608,North America,US,Alabama,Birmingham,2,13,2013,46.1
1457609,North America,US,Alabama,Birmingham,2,14,2013,43.1
1457610,North America,US,Alabama,Birmingham,2,15,2013,46.2
1457611,North America,US,Alabama,Birmingham,2,16,2013,41.4
1457612,North America,US,Alabama,Birmingham,2,17,2013,35.2
1457613,North America,US,Alabama,Birmingham,2,18,2013,47.7
1457614,North America,US,Alabama,Birmingham,2,19,2013,51.5
1457615,North America,US,Alabama,Birmingham,2,20,2013,38.5
1457616,North America,US,Alabama,Birmingham,2,21,2013,45.1
1457617,North America,US,Alabama,Birmingham,2,22,2013,51.1
1457618,North America,US,Alabama,Birmingham,2,23,2013,50.3
1457619,North America,US,Alabama,Birmingham,2,24,2013,47.9
1457620,North America,US,Alabama,Birmingham,2,25,2013,51.5
1457621,North America,US,Alabama,Birmingham,2,26,2013,49.0
1457622,North America,US,Alabama,Birmingham,2,27,2013,47.1
1457623,North America,US,Alabama,Birmingham,2,28,2013,42.4
1457624,North America,US,Alabama,Birmingham,3,1,2013,39.3
1457625,North America,US,Alabama,Birmingham,3,2,2013,35.7
1457626,North America,US,Alabama,Birmingham,3,3,2013,35.8
1457627,North America,US,Alabama,Birmingham,3,4,2013,42.6
1457628,North America,US,Alabama,Birmingham,3,5,2013,56.0
1457629,North America,US,Alabama,Birmingham,3,6,2013,38.3
1457630,North America,US,Alabama,Birmingham,3,7,2013,39.4
1457631,North America,US,Alabama,Birmingham,3,8,2013,46.8
1457632,North America,US,Alabama,Birmingham,3,9,2013,55.7
1457633,North America,US,Alabama,Birmingham,3,10,2013,64.4
1457634,North America,US,Alabama,Birmingham,3,11,2013,57.3
1457635,North America,US,Alabama,Birmingham,3,12,2013,44.4
1457636,North America,US,Alabama,Birmingham,3,13,2013,45.0
1457637,North America,US,Alabama,Birmingham,3,14,2013,42.7
1457638,North America,US,Alabama,Birmingham,3,15,2013,54.7
1457639,North America,US,Alabama,Birmingham,3,16,2013,65.0
1457640,North America,US,Alabama,Birmingham,3,17,2013,63.4
1457641,North America,US,Alabama,Birmingham,3,18,2013,63.3
1457642,North America,US,Alabama,Birmingham,3,19,2013,55.3
1457643,North America,US,Alabama,Birmingham,3,20,2013,51.5
1457644,North America,US,Alabama,Birmingham,3,21,2013,43.0
1457645,North America,US,Alabama,Birmingham,3,22,2013,42.8
1457646,North America,US,Alabama,Birmingham,3,23,2013,51.7
1457647,North America,US,Alabama,Birmingham,3,24,2013,55.1
1457648,North America,US,Alabama,Birmingham,3,25,2013,40.5
1457649,North America,US,Alabama,Birmingham,3,26,2013,35.1
1457650,North America,US,Alabama,Birmingham,3,27,2013,41.5
1457651,North America,US,Alabama,Birmingham,3,28,2013,48.3
1457652,North America,US,Alabama,Birmingham,3,29,2013,55.2
1457653,North America,US,Alabama,Birmingham,3,30,2013,60.5
1457654,North America,US,Alabama,Birmingham,3,31,2013,60.9
1457655,North America,US,Alabama,Birmingham,4,1,2013,63.3
1457656,North America,US,Alabama,Birmingham,4,2,2013,57.4
1457657,North America,US,Alabama,Birmingham,4,3,2013,49.7
1457658,North America,US,Alabama,Birmingham,4,4,2013,47.9
1457659,North America,US,Alabama,Birmingham,4,5,2013,51.4
1457660,North America,US,Alabama,Birmingham,4,6,2013,56.8
1457661,North America,US,Alabama,Birmingham,4,7,2013,64.0
1457662,North America,US,Alabama,Birmingham,4,8,2013,68.9
1457663,North America,US,Alabama,Birmingham,4,9,2013,73.0
1457664,North America,US,Alabama,Birmingham,4,10,2013,75.0
1457665,North America,US,Alabama,Birmingham,4,11,2013,70.8
1457666,North America,US,Alabama,Birmingham,4,12,2013,58.1
1457667,North America,US,Alabama,Birmingham,4,13,2013,59.8
1457668,North America,US,Alabama,Birmingham,4,14,2013,58.3
1457669,North America,US,Alabama,Birmingham,4,15,2013,57.7
1457670,North America,US,Alabama,Birmingham,4,16,2013,72.3
1457671,North America,US,Alabama,Birmingham,4,17,2013,77.2
1457672,North America,US,Alabama,Birmingham,4,18,2013,74.8
1457673,North America,US,Alabama,Birmingham,4,19,2013,58.3
1457674,North America,US,Alabama,Birmingham,4,20,2013,50.2
1457675,North America,US,Alabama,Birmingham,4,21,2013,56.7
1457676,North America,US,Alabama,Birmingham,4,22,2013,63.0
1457677,North America,US,Alabama,Birmingham,4,23,2013,66.1
1457678,North America,US,Alabama,Birmingham,4,24,2013,64.0
1457679,North America,US,Alabama,Birmingham,4,25,2013,54.3
1457680,North America,US,Alabama,Birmingham,4,26,2013,60.1
1457681,North America,US,Alabama,Birmingham,4,27,2013,68.6
1457682,North America,US,Alabama,Birmingham,4,28,2013,67.6
1457683,North America,US,Alabama,Birmingham,4,29,2013,65.2
1457684,North America,US,Alabama,Birmingham,4,30,2013,66.9
1457685,North America,US,Alabama,Birmingham,5,1,2013,69.9
1457686,North America,US,Alabama,Birmingham,5,2,2013,65.2
1457687,North America,US,Alabama,Birmingham,5,3,2013,66.3
1457688,North America,US,Alabama,Birmingham,5,4,2013,50.2
1457689,North America,US,Alabama,Birmingham,5,5,2013,49.1
1457690,North America,US,Alabama,Birmingham,5,6,2013,51.6
1457691,North America,US,Alabama,Birmingham,5,7,2013,51.2
1457692,North America,US,Alabama,Birmingham,5,8,2013,63.8
1457693,North America,US,Alabama,Birmingham,5,9,2013,69.5
1457694,North America,US,Alabama,Birmingham,5,10,2013,69.9
1457695,North America,US,Alabama,Birmingham,5,11,2013,68.5
1457696,North America,US,Alabama,Birmingham,5,12,2013,61.3
1457697,North America,US,Alabama,Birmingham,5,13,2013,57.8
1457698,North America,US,Alabama,Birmingham,5,14,2013,66.5
1457699,North America,US,Alabama,Birmingham,5,15,2013,74.3
1457700,North America,US,Alabama,Birmingham,5,16,2013,74.5
1457701,North America,US,Alabama,Birmingham,5,17,2013,72.6
1457702,North America,US,Alabama,Birmingham,5,18,2013,73.2
1457703,North America,US,Alabama,Birmingham,5,19,2013,75.6
1457704,North America,US,Alabama,Birmingham,5,20,2013,74.5
1457705,North America,US,Alabama,Birmingham,5,21,2013,79.2
1457706,North America,US,Alabama,Birmingham,5,22,2013,77.0
1457707,North America,US,Alabama,Birmingham,5,23,2013,76.4
1457708,North America,US,Alabama,Birmingham,5,24,2013,70.3
1457709,North America,US,Alabama,Birmingham,5,25,2013,66.2
1457710,North America,US,Alabama,Birmingham,5,26,2013,71.9
1457711,North America,US,Alabama,Birmingham,5,27,2013,69.1
1457712,North America,US,Alabama,Birmingham,5,28,2013,76.4
1457713,North America,US,Alabama,Birmingham,5,29,2013,78.9
1457714,North America,US,Alabama,Birmingham,5,30,2013,79.3
1457715,North America,US,Alabama,Birmingham,5,31,2013,79.7
1457716,North America,US,Alabama,Birmingham,6,1,2013,79.2
1457717,North America,US,Alabama,Birmingham,6,2,2013,78.0
1457718,North America,US,Alabama,Birmingham,6,3,2013,77.3
1457719,North America,US,Alabama,Birmingham,6,4,2013,77.2
1457720,North America,US,Alabama,Birmingham,6,5,2013,77.2
1457721,North America,US,Alabama,Birmingham,6,6,2013,73.5
1457722,North America,US,Alabama,Birmingham,6,7,2013,72.7
1457723,North America,US,Alabama,Birmingham,6,8,2013,73.6
1457724,North America,US,Alabama,Birmingham,6,9,2013,75.9
1457725,North America,US,Alabama,Birmingham,6,10,2013,76.6
1457726,North America,US,Alabama,Birmingham,6,11,2013,81.9
1457727,North America,US,Alabama,Birmingham,6,12,2013,83.7
1457728,North America,US,Alabama,Birmingham,6,13,2013,84.7
1457729,North America,US,Alabama,Birmingham,6,14,2013,78.0
1457730,North America,US,Alabama,Birmingham,6,15,2013,76.7
1457731,North America,US,Alabama,Birmingham,6,16,2013,81.0
1457732,North America,US,Alabama,Birmingham,6,17,2013,78.1
1457733,North America,US,Alabama,Birmingham,6,18,2013,75.5
1457734,North America,US,Alabama,Birmingham,6,19,2013,77.2
1457735,North America,US,Alabama,Birmingham,6,20,2013,78.4
1457736,North America,US,Alabama,Birmingham,6,21,2013,79.1
1457737,North America,US,Alabama,Birmingham,6,22,2013,78.6
1457738,North America,US,Alabama,Birmingham,6,23,2013,75.8
1457739,North America,US,Alabama,Birmingham,6,24,2013,77.4
1457740,North America,US,Alabama,Birmingham,6,25,2013,79.4
1457741,North America,US,Alabama,Birmingham,6,26,2013,81.9
1457742,North America,US,Alabama,Birmingham,6,27,2013,83.6
1457743,North America,US,Alabama,Birmingham,6,28,2013,83.6
1457744,North America,US,Alabama,Birmingham,6,29,2013,79.7
1457745,North America,US,Alabama,Birmingham,6,30,2013,78.2
1457746,North America,US,Alabama,Birmingham,7,1,2013,75.8
1457747,North America,US,Alabama,Birmingham,7,2,2013,76.8
1457748,North America,US,Alabama,Birmingham,7,3,2013,75.3
1457749,North America,US,Alabama,Birmingham,7,4,2013,73.6
1457750,North America,US,Alabama,Birmingham,7,5,2013,73.1
1457751,North America,US,Alabama,Birmingham,7,6,2013,72.5
1457752,North America,US,Alabama,Birmingham,7,7,2013,76.1
1457753,North America,US,Alabama,Birmingham,7,8,2013,77.0
1457754,North America,US,Alabama,Birmingham,7,9,2013,80.1
1457755,North America,US,Alabama,Birmingham,7,10,2013,81.1
1457756,North America,US,Alabama,Birmingham,7,11,2013,76.4
1457757,North America,US,Alabama,Birmingham,7,12,2013,79.0
1457758,North America,US,Alabama,Birmingham,7,13,2013,76.1
1457759,North America,US,Alabama,Birmingham,7,14,2013,77.0
1457760,North America,US,Alabama,Birmingham,7,15,2013,79.8
1457761,North America,US,Alabama,Birmingham,7,16,2013,79.3
1457762,North America,US,Alabama,Birmingham,7,17,2013,82.4
1457763,North America,US,Alabama,Birmingham,7,18,2013,80.4
1457764,North America,US,Alabama,Birmingham,7,19,2013,81.9
1457765,North America,US,Alabama,Birmingham,7,20,2013,79.9
1457766,North America,US,Alabama,Birmingham,7,21,2013,76.6
1457767,North America,US,Alabama,Birmingham,7,22,2013,74.2
1457768,North America,US,Alabama,Birmingham,7,23,2013,73.7
1457769,North America,US,Alabama,Birmingham,7,24,2013,74.8
1457770,North America,US,Alabama,Birmingham,7,25,2013,77.8
1457771,North America,US,Alabama,Birmingham,7,26,2013,77.0
1457772,North America,US,Alabama,Birmingham,7,27,2013,75.0
1457773,North America,US,Alabama,Birmingham,7,28,2013,79.4
1457774,North America,US,Alabama,Birmingham,7,29,2013,77.6
1457775,North America,US,Alabama,Birmingham,7,30,2013,78.5
1457776,North America,US,Alabama,Birmingham,7,31,2013,80.9
1457777,North America,US,Alabama,Birmingham,8,1,2013,78.5
1457778,North America,US,Alabama,Birmingham,8,2,2013,78.8
1457779,North America,US,Alabama,Birmingham,8,3,2013,77.6
1457780,North America,US,Alabama,Birmingham,8,4,2013,79.4
1457781,North America,US,Alabama,Birmingham,8,5,2013,78.2
1457782,North America,US,Alabama,Birmingham,8,6,2013,79.1
1457783,North America,US,Alabama,Birmingham,8,7,2013,78.7
1457784,North America,US,Alabama,Birmingham,8,8,2013,77.8
1457785,North America,US,Alabama,Birmingham,8,9,2013,79.8
1457786,North America,US,Alabama,Birmingham,8,10,2013,80.8
1457787,North America,US,Alabama,Birmingham,8,11,2013,80.2
1457788,North America,US,Alabama,Birmingham,8,12,2013,81.0
1457789,North America,US,Alabama,Birmingham,8,13,2013,78.2
1457790,North America,US,Alabama,Birmingham,8,14,2013,75.4
1457791,North America,US,Alabama,Birmingham,8,15,2013,71.8
1457792,North America,US,Alabama,Birmingham,8,16,2013,69.2
1457793,North America,US,Alabama,Birmingham,8,17,2013,68.1
1457794,North America,US,Alabama,Birmingham,8,18,2013,69.8
1457795,North America,US,Alabama,Birmingham,8,19,2013,75.8
1457796,North America,US,Alabama,Birmingham,8,20,2013,77.9
1457797,North America,US,Alabama,Birmingham,8,21,2013,78.3
1457798,North America,US,Alabama,Birmingham,8,22,2013,79.5
1457799,North America,US,Alabama,Birmingham,8,23,2013,78.9
1457800,North America,US,Alabama,Birmingham,8,24,2013,78.8
1457801,North America,US,Alabama,Birmingham,8,25,2013,78.2
1457802,North America,US,Alabama,Birmingham,8,26,2013,75.6
1457803,North America,US,Alabama,Birmingham,8,27,2013,73.7
1457804,North America,US,Alabama,Birmingham,8,28,2013,77.4
1457805,North America,US,Alabama,Birmingham,8,29,2013,80.2
1457806,North America,US,Alabama,Birmingham,8,30,2013,82.0
1457807,North America,US,Alabama,Birmingham,8,31,2013,84.1
1457808,North America,US,Alabama,Birmingham,9,1,2013,81.1
1457809,North America,US,Alabama,Birmingham,9,2,2013,77.9
1457810,North America,US,Alabama,Birmingham,9,3,2013,79.5
1457811,North America,US,Alabama,Birmingham,9,4,2013,77.4
1457812,North America,US,Alabama,Birmingham,9,5,2013,76.1
1457813,North America,US,Alabama,Birmingham,9,6,2013,76.5
1457814,North America,US,Alabama,Birmingham,9,7,2013,79.4
1457815,North America,US,Alabama,Birmingham,9,8,2013,78.6
1457816,North America,US,Alabama,Birmingham,9,9,2013,79.8
1457817,North America,US,Alabama,Birmingham,9,10,2013,80.2
1457818,North America,US,Alabama,Birmingham,9,11,2013,80.0
1457819,North America,US,Alabama,Birmingham,9,12,2013,78.8
1457820,North America,US,Alabama,Birmingham,9,13,2013,77.7
1457821,North America,US,Alabama,Birmingham,9,14,2013,68.8
1457822,North America,US,Alabama,Birmingham,9,15,2013,71.8
1457823,North America,US,Alabama,Birmingham,9,16,2013,75.0
1457824,North America,US,Alabama,Birmingham,9,17,2013,74.7
1457825,North America,US,Alabama,Birmingham,9,18,2013,75.3
1457826,North America,US,Alabama,Birmingham,9,19,2013,76.2
1457827,North America,US,Alabama,Birmingham,9,20,2013,77.3
1457828,North America,US,Alabama,Birmingham,9,21,2013,73.4
1457829,North America,US,Alabama,Birmingham,9,22,2013,66.7
1457830,North America,US,Alabama,Birmingham,9,23,2013,71.3
1457831,North America,US,Alabama,Birmingham,9,24,2013,70.8
1457832,North America,US,Alabama,Birmingham,9,25,2013,72.7
1457833,North America,US,Alabama,Birmingham,9,26,2013,72.9
1457834,North America,US,Alabama,Birmingham,9,27,2013,71.6
1457835,North America,US,Alabama,Birmingham,9,28,2013,69.4
1457836,North America,US,Alabama,Birmingham,9,29,2013,68.1
1457837,North America,US,Alabama,Birmingham,9,30,2013,68.6
1457838,North America,US,Alabama,Birmingham,10,1,2013,72.0
1457839,North America,US,Alabama,Birmingham,10,2,2013,73.0
1457840,North America,US,Alabama,Birmingham,10,3,2013,74.2
1457841,North America,US,Alabama,Birmingham,10,4,2013,75.1
1457842,North America,US,Alabama,Birmingham,10,5,2013,77.7
1457843,North America,US,Alabama,Birmingham,10,6,2013,74.6
1457844,North America,US,Alabama,Birmingham,10,7,2013,63.4
1457845,North America,US,Alabama,Birmingham,10,8,2013,62.3
1457846,North America,US,Alabama,Birmingham,10,9,2013,68.9
1457847,North America,US,Alabama,Birmingham,10,10,2013,70.8
1457848,North America,US,Alabama,Birmingham,10,11,2013,68.9
1457849,North America,US,Alabama,Birmingham,10,12,2013,68.9
1457850,North America,US,Alabama,Birmingham,10,13,2013,71.1
1457851,North America,US,Alabama,Birmingham,10,14,2013,69.3
1457852,North America,US,Alabama,Birmingham,10,15,2013,67.6
1457853,North America,US,Alabama,Birmingham,10,16,2013,67.9
1457854,North America,US,Alabama,Birmingham,10,17,2013,67.9
1457855,North America,US,Alabama,Birmingham,10,18,2013,61.1
1457856,North America,US,Alabama,Birmingham,10,19,2013,60.7
1457857,North America,US,Alabama,Birmingham,10,20,2013,51.4
1457858,North America,US,Alabama,Birmingham,10,21,2013,55.3
1457859,North America,US,Alabama,Birmingham,10,22,2013,63.1
1457860,North America,US,Alabama,Birmingham,10,23,2013,56.1
1457861,North America,US,Alabama,Birmingham,10,24,2013,51.3
1457862,North America,US,Alabama,Birmingham,10,25,2013,47.4
1457863,North America,US,Alabama,Birmingham,10,26,2013,46.8
1457864,North America,US,Alabama,Birmingham,10,27,2013,57.3
1457865,North America,US,Alabama,Birmingham,10,28,2013,61.3
1457866,North America,US,Alabama,Birmingham,10,29,2013,66.1
1457867,North America,US,Alabama,Birmingham,10,30,2013,67.5
1457868,North America,US,Alabama,Birmingham,10,31,2013,68.5
1457869,North America,US,Alabama,Birmingham,11,1,2013,67.6
1457870,North America,US,Alabama,Birmingham,11,2,2013,56.7
1457871,North America,US,Alabama,Birmingham,11,3,2013,51.8
1457872,North America,US,Alabama,Birmingham,11,4,2013,54.7
1457873,North America,US,Alabama,Birmingham,11,5,2013,57.1
1457874,North America,US,Alabama,Birmingham,11,6,2013,62.9
1457875,North America,US,Alabama,Birmingham,11,7,2013,65.5
1457876,North America,US,Alabama,Birmingham,11,8,2013,46.1
1457877,North America,US,Alabama,Birmingham,11,9,2013,52.0
1457878,North America,US,Alabama,Birmingham,11,10,2013,58.8
1457879,North America,US,Alabama,Birmingham,11,11,2013,55.6
1457880,North America,US,Alabama,Birmingham,11,12,2013,46.8
1457881,North America,US,Alabama,Birmingham,11,13,2013,37.5
1457882,North America,US,Alabama,Birmingham,11,14,2013,41.0
1457883,North America,US,Alabama,Birmingham,11,15,2013,50.6
1457884,North America,US,Alabama,Birmingham,11,16,2013,57.8
1457885,North America,US,Alabama,Birmingham,11,17,2013,65.6
1457886,North America,US,Alabama,Birmingham,11,18,2013,65.2
1457887,North America,US,Alabama,Birmingham,11,19,2013,48.3
1457888,North America,US,Alabama,Birmingham,11,20,2013,50.0
1457889,North America,US,Alabama,Birmingham,11,21,2013,57.2
1457890,North America,US,Alabama,Birmingham,11,22,2013,61.4
1457891,North America,US,Alabama,Birmingham,11,23,2013,53.8
1457892,North America,US,Alabama,Birmingham,11,24,2013,36.4
1457893,North America,US,Alabama,Birmingham,11,25,2013,38.7
1457894,North America,US,Alabama,Birmingham,11,26,2013,41.2
1457895,North America,US,Alabama,Birmingham,11,27,2013,36.9
1457896,North America,US,Alabama,Birmingham,11,28,2013,31.2
1457897,North America,US,Alabama,Birmingham,11,29,2013,38.3
1457898,North America,US,Alabama,Birmingham,11,30,2013,43.8
1457899,North America,US,Alabama,Birmingham,12,1,2013,48.1
1457900,North America,US,Alabama,Birmingham,12,2,2013,52.0
1457901,North America,US,Alabama,Birmingham,12,3,2013,57.3
1457902,North America,US,Alabama,Birmingham,12,4,2013,66.5
1457903,North America,US,Alabama,Birmingham,12,5,2013,70.4
1457904,North America,US,Alabama,Birmingham,12,6,2013,63.3
1457905,North America,US,Alabama,Birmingham,12,7,2013,37.8
1457906,North America,US,Alabama,Birmingham,12,8,2013,45.0
1457907,North America,US,Alabama,Birmingham,12,9,2013,50.7
1457908,North America,US,Alabama,Birmingham,12,10,2013,39.8
1457909,North America,US,Alabama,Birmingham,12,11,2013,37.6
1457910,North America,US,Alabama,Birmingham,12,12,2013,36.0
1457911,North America,US,Alabama,Birmingham,12,13,2013,37.7
1457912,North America,US,Alabama,Birmingham,12,14,2013,51.2
1457913,North America,US,Alabama,Birmingham,12,15,2013,40.5
1457914,North America,US,Alabama,Birmingham,12,16,2013,39.1
1457915,North America,US,Alabama,Birmingham,12,17,2013,44.6
1457916,North America,US,Alabama,Birmingham,12,18,2013,44.5
1457917,North America,US,Alabama,Birmingham,12,19,2013,47.0
1457918,North America,US,Alabama,Birmingham,12,20,2013,58.5
1457919,North America,US,Alabama,Birmingham,12,21,2013,66.4
1457920,North America,US,Alabama,Birmingham,12,22,2013,62.2
1457921,North America,US,Alabama,Birmingham,12,23,2013,47.3
1457922,North America,US,Alabama,Birmingham,12,24,2013,32.5
1457923,North America,US,Alabama,Birmingham,12,25,2013,33.1
1457924,North America,US,Alabama,Birmingham,12,26,2013,39.3
1457925,North America,US,Alabama,Birmingham,12,27,2013,39.0
1457926,North America,US,Alabama,Birmingham,12,28,2013,43.0
1457927,North America,US,Alabama,Birmingham,12,29,2013,44.5
1457928,North America,US,Alabama,Birmingham,12,30,2013,43.1
1457929,North America,US,Alabama,Birmingham,12,31,2013,39.5
1466830,North America,US,Alabama,Huntsville,1,1,2013,48.9
1466831,North America,US,Alabama,Huntsville,1,2,2013,38.5
1466832,North America,US,Alabama,Huntsville,1,3,2013,36.3
1466833,North America,US,Alabama,Huntsville,1,4,2013,36.5
1466834,North America,US,Alabama,Huntsville,1,5,2013,36.0
1466835,North America,US,Alabama,Huntsville,1,6,2013,42.5
1466836,North America,US,Alabama,Huntsville,1,7,2013,38.4
1466837,North America,US,Alabama,Huntsville,1,8,2013,43.7
1466838,North America,US,Alabama,Huntsville,1,9,2013,53.0
1466839,North America,US,Alabama,Huntsville,1,10,2013,59.4
1466840,North America,US,Alabama,Huntsville,1,11,2013,65.8
1466841,North America,US,Alabama,Huntsville,1,12,2013,67.0
1466842,North America,US,Alabama,Huntsville,1,13,2013,66.6
1466843,North America,US,Alabama,Huntsville,1,14,2013,45.3
1466844,North America,US,Alabama,Huntsville,1,15,2013,36.7
1466845,North America,US,Alabama,Huntsville,1,16,2013,37.9
1466846,North America,US,Alabama,Huntsville,1,17,2013,38.3
1466847,North America,US,Alabama,Huntsville,1,18,2013,38.4
1466848,North America,US,Alabama,Huntsville,1,19,2013,40.7
1466849,North America,US,Alabama,Huntsville,1,20,2013,44.0
1466850,North America,US,Alabama,Huntsville,1,21,2013,39.9
1466851,North America,US,Alabama,Huntsville,1,22,2013,32.2
1466852,North America,US,Alabama,Huntsville,1,23,2013,41.0
1466853,North America,US,Alabama,Huntsville,1,24,2013,43.9
1466854,North America,US,Alabama,Huntsville,1,25,2013,42.7
1466855,North America,US,Alabama,Huntsville,1,26,2013,42.4
1466856,North America,US,Alabama,Huntsville,1,27,2013,45.1
1466857,North America,US,Alabama,Huntsville,1,28,2013,53.5
1466858,North America,US,Alabama,Huntsville,1,29,2013,58.5
1466859,North America,US,Alabama,Huntsville,1,30,2013,62.6
1466860,North America,US,Alabama,Huntsville,1,31,2013,39.9
1466861,North America,US,Alabama,Huntsville,2,1,2013,35.0
1466862,North America,US,Alabama,Huntsville,2,2,2013,32.5
1466863,North America,US,Alabama,Huntsville,2,3,2013,39.4
1466864,North America,US,Alabama,Huntsville,2,4,2013,40.0
1466865,North America,US,Alabama,Huntsville,2,5,2013,50.8
1466866,North America,US,Alabama,Huntsville,2,6,2013,48.9
1466867,North America,US,Alabama,Huntsville,2,7,2013,52.4
1466868,North America,US,Alabama,Huntsville,2,8,2013,48.4
1466869,North America,US,Alabama,Huntsville,2,9,2013,41.9
1466870,North America,US,Alabama,Huntsville,2,10,2013,48.9
1466871,North America,US,Alabama,Huntsville,2,11,2013,55.9
1466872,North America,US,Alabama,Huntsville,2,12,2013,47.0
1466873,North America,US,Alabama,Huntsville,2,13,2013,44.8
1466874,North America,US,Alabama,Huntsville,2,14,2013,44.3
1466875,North America,US,Alabama,Huntsville,2,15,2013,45.5
1466876,North America,US,Alabama,Huntsville,2,16,2013,38.0
1466877,North America,US,Alabama,Huntsville,2,17,2013,33.3
1466878,North America,US,Alabama,Huntsville,2,18,2013,44.2
1466879,North America,US,Alabama,Huntsville,2,19,2013,50.2
1466880,North America,US,Alabama,Huntsville,2,20,2013,35.0
1466881,North America,US,Alabama,Huntsville,2,21,2013,40.7
1466882,North America,US,Alabama,Huntsville,2,22,2013,49.6
1466883,North America,US,Alabama,Huntsville,2,23,2013,48.2
1466884,North America,US,Alabama,Huntsville,2,24,2013,44.9
1466885,North America,US,Alabama,Huntsville,2,25,2013,48.3
1466886,North America,US,Alabama,Huntsville,2,26,2013,48.4
1466887,North America,US,Alabama,Huntsville,2,27,2013,45.0
1466888,North America,US,Alabama,Huntsville,2,28,2013,40.9
1466889,North America,US,Alabama,Huntsville,3,1,2013,37.6
1466890,North America,US,Alabama,Huntsville,3,2,2013,34.6
1466891,North America,US,Alabama,Huntsville,3,3,2013,34.5
1466892,North America,US,Alabama,Huntsville,3,4,2013,41.0
1466893,North America,US,Alabama,Huntsville,3,5,2013,54.0
1466894,North America,US,Alabama,Huntsville,3,6,2013,38.2
1466895,North America,US,Alabama,Huntsville,3,7,2013,37.3
1466896,North America,US,Alabama,Huntsville,3,8,2013,42.3
1466897,North America,US,Alabama,Huntsville,3,9,2013,51.5
1466898,North America,US,Alabama,Huntsville,3,10,2013,59.9
1466899,North America,US,Alabama,Huntsville,3,11,2013,56.6
1466900,North America,US,Alabama,Huntsville,3,12,2013,42.8
1466901,North America,US,Alabama,Huntsville,3,13,2013,43.4
1466902,North America,US,Alabama,Huntsville,3,14,2013,39.1
1466903,North America,US,Alabama,Huntsville,3,15,2013,53.5
1466904,North America,US,Alabama,Huntsville,3,16,2013,64.7
1466905,North America,US,Alabama,Huntsville,3,17,2013,62.1
1466906,North America,US,Alabama,Huntsville,3,18,2013,61.5
1466907,North America,US,Alabama,Huntsville,3,19,2013,51.6
1466908,North America,US,Alabama,Huntsville,3,20,2013,48.2
1466909,North America,US,Alabama,Huntsville,3,21,2013,38.3
1466910,North America,US,Alabama,Huntsville,3,22,2013,42.7
1466911,North America,US,Alabama,Huntsville,3,23,2013,48.6
1466912,North America,US,Alabama,Huntsville,3,24,2013,54.3
1466913,North America,US,Alabama,Huntsville,3,25,2013,37.9
1466914,North America,US,Alabama,Huntsville,3,26,2013,35.1
